"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Fax";"Email";"web";"Q Calidad";"Central Reservas";
"Hotel";"3";"MESON DEL CID";"CL/FERNÁN GONZÁLEZ, 29";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947208715";"";"";"947269460";"mesondelcid@mesondelcid.es";"www.mesondelcid.es";"";"";
"Hostal Residencia";"1";"TRANCHES";"BARAHONA, 9- 1º";"24003";"León";"León";"LEON";"LEON";"987200694";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"JULIAN";"C/ DOMINICOS, 51";"49800";"Zamora";"Toro";"TORO";"TORO";"980690101";"980692982";"609788019";"980692800";"";"www.hostalcentral@telefónica.net";"";"";
"Hostal";"2";"CUÉNTAME";"CL/CONDES DE CASTILFALÉ, 1-3";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947460240";"659582112";"";"";"info@hotelcuentame.com";"";"";"";
"Pensión";"";"TOMASA";"CL/ESTACIÓN, nº 24";"09196";"Burgos";"Villalbilla de Burgos";"VILLALBILLA DE BURGOS";"";"947291265";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"BOCCALINO II";"PLAZA SAN ISIDORO, 1";"24003";"León";"León";"LEON";"LEON";"987220017";"";"";"";"";"";"";"";
"Hostal";"2";"LAZARO";"CAMINO DEL ALTO, 4";"42190";"Soria";"Golmayo";"GOLMAYO";"GOLMAYO";"975240580";"";"";"975240581";"Info@hostallazaro.com";"www.hostallazaro.com";"";"";
"Hotel Apartamento";"1";"APARTAHOTEL GREDOS";"C/NAVAZUELOS, S/N.";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"HOYOS DEL ESPINO";"920349252";"629519420";"";"915931780";"jesus@apartahotelgredos.com";"www.apartahotelgredos.com";"";"";
"Hotel";"1";"EL TRAVIESO";"PARAJE LA PLATAFORMA, 1";"37710";"Salamanca";"Candelario";"CANDELARIO";"CANDELARIO";"923099132";"";"";"";"";"";"";"";
"Hotel";"3";"CENTRO LOS BRASEROS";"AVDA/DEL CID,2 BIS";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947252958";"";"";"947251184";"reservas@hotelcentroburgos.com";"www.hotelcentroburgos.com";"";"";
"Hostal";"2";"LEMUS";"CTRA. MADRID, KM. 11";"37181";"Salamanca";"Calvarrasa de Abajo";"CALVARRASA DE ABAJO";"CALVARRASA DE ABAJO";"923306584";"";"";"";"";"";"";"";
"Hotel";"4";"RICE PALACIO DE LOS BLASONES";"CL/FERNÁN GONZÁLEZ,6-10";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947271000";"";"";"947271500";"recepcionpb@ricehotelesburgos.com";"www.ricehotelesburgos.com";"";"";
"Hotel Residencia";"3";"ZARAVENCIA";"PLAZA ESPAÑA, 17";"49800";"Zamora";"Toro";"TORO";"TORO";"980694998";"";"";"980692874";"info@hotelzaravencia.com";"www.hotelzaravencia.com";"";"";
"Pensión";"";"LA ESTACION";"CAMINO REAL, 7";"24330";"León";"Santas Martas";"VALDEARCOS";"";"987311131";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"EL REFUGIO";"VENTA EL CACHON, 34";"24492";"León";"Cubillos del Sil";"CUBILLOS DEL SIL";"CUBILLOS DEL SIL";"987458094";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"ALDA CASCO ANTIGUO";"CARDENAL LANDAZURI, 11";"24003";"León";"León";"LEON";"LEON";"987074000";"";"";"987071001";"h-cascoantiguo@hotmail.com";"www.h-cascoantiguo.com";"";"";
"Hotel";"4";"NOVOTEL VALLADOLID";"C/ PUERTO RICO S/N";"47014";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983459595";"";"";"983277266";"h3671@accor.com";"www.novotel.com";"";"";
"Hostal Residencia";"2";"LOS CANTEROS";"CTRA. VALLADOLID, 40";"42196";"Soria";"Golmayo";"GOLMAYO";"GOLMAYO";"975249388";"606415676";"";"975249388";"info@loscanteros.com";"www.loscanteros.com";"";"";
"Hostal Residencia";"1";"LA ZARZA";"CTRA/AGUILAR, 12";"09150";"Burgos";"Valle de Santibáñez";"SANTIBAÑEZ-ZARZAGUDA";"SANTIBAÑEZ-ZARZAGUDA";"947453041";"652914320";"";"";"";"";"";"";
"Hostal";"2";"CAMINO REAL";"AVDA. DE ESPAÑA, Nº 71";"47430";"Valladolid";"Pedrajas de San Esteban";"PEDRAJAS DE SAN ESTEBAN";"PEDRAJAS DE SAN ESTEBAN";"983605423";"";"";"983605423";"info@hcaminoreal.com";"www.hcaminoreal.com";"";"";
"Hotel Apartamento";"3";"RIBERA";"C/ JOSÉ LUIS LASA, 114";"47195";"Valladolid";"Arroyo de la Encomienda";"ARROYO DE LA ENCOMIENDA";"ARROYO DE LA ENCOMIENDA";"983407047";"636478018";"";"983406918";"apartahotelribera@apartahotelribera.es/reserva.es";"www.apartahotelribera.es";"";"";
"Hotel";"4";"II CASTILLAS";"AVDA. JUAN CARLOS I, S/N";"05004";"Ávila";"Ávila";"AVILA";"AVILA";"920219237";"";"";"920219250";"reservasavila@hoteldoscastillas.com";"www.hoteldoscastillas.com";"";"";
"Pensión";"";"FELIPA";"POSTIGO, 1";"24210";"León";"Mansilla de las Mulas";"MANSILLA DE LAS MULAS";"";"987310930";"";"";"";"";"";"";"";
"Hotel";"4";"NH BÁLAGO";"C/ MIESES, 28";"47009";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983363880";"";"";"983359439";"ja.robles@nh.hotels.com";"www.nh-hotels.com";"";"";
"Hotel Residencia";"3";"MIRADOR DE SANTA ANA";"PASEO DE LA ESTACION, 2";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920226322";"";"";"920253888";"";"";"";"";
"Hostal";"2";"LA POSADA DE BERROCALEJO";"CTRA. N-110, KM. 103";"05194";"Ávila";"Berrocalejo de Aragona";"BERROCALEJO DE ARAGONA";"BERROCALEJO DE ARAGONA";"689384224";"";"";"";"";"";"";"";
"Hotel Residencia";"3";"CARDEÑA";"C/SAN PEDRO CARDEÑA, Nº 50";"09002";"Burgos";"Burgos";"BURGOS";"BURGOS";"947491780";"947491781";"";"947491782";"hotelcardena@yahoo.es";"";"";"";
"Hotel";"4";"PUERTA DE SAHAGUN";"CARRETERA DE BURGOS, S/N.";"24320";"León";"Sahagún";"SAHAGUN";"SAHAGUN";"987781880";"";"";"987781881";"info@hotelpuertadesahagun.com";"www.hotelpuertadesahagun.com";"";"";
"Hotel";"2";"LOS TEMPLARIOS";"FLOREZ OSORIO, 3";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987411484";"";"";"987409515";"info@hotellostemplarios.info";"www.hotellostemplarios.info";"";"";
"Hotel Residencia";"4";"PALACIO SAN FACUNDO";"PLAZA DE SAN FACUNDO, 4";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921463061";"";"";"921463062";"info@hotelpalaciosanfacundo.com";"www.hotelpalaciosanfacundo.com";"";"";
"Hostal";"1";"LA ESTACION";"C/ ARTURO ACOSTA, Nº 3 Y 5";"40480";"Segovia";"Coca";"COCA";"COCA";"673384614";"";"";"";"";"";"";"";
"Hotel";"3";"INFANTAS DE LEON";"C/ ANTONIO GONZALEZ DE LAMA, 3";"24007";"León";"León";"LEON";"LEON";"987272317";"";"";"987271271";"direccion@hotelinfantasdeleon.com";"www.hotelinfantasdeleon.com";"";"";
"Hotel";"3";"LAS CABAÑAS";"CARMEN, 16";"37300";"Salamanca";"Peñaranda de Bracamonte";"PEÑARANDA DE BRACAMONTE";"PEÑARANDA DE BRACAMONTE";"923540203";"923540791";"";"923568480";"info@lascabanas.es";"www.lascabanas.es";"";"";
"Hostal";"2";"LA PINEDA";"FRANCISCO MATEOS, 48  (POLIGONO PRADO PINEDA)";"05600";"Ávila";"Barco de Ávila (El)";"BARCO DE AVILA (EL)";"BARCO DE AVILA (EL)";"920340927";"920340327";"";"920340364";"";"";"";"";
"Hostal Residencia";"2";"QUEVEDO";"AV. QUEVEDO 13";"24009";"León";"León";"LEON";"LEON";"987242975";"";"";"987276006";"recepcion@hostalquevedoleon.com";"www.hostalquevedoleon.es";"";"";
"Hostal Residencia";"2";"EL RINCON DEL TRILLO";"C/ PEDRAGAL, 11";"37624";"Salamanca";"Alberca (La)";"ALBERCA (LA)";"ALBERCA (LA)";"923415429";"607590746";"";"";"elrincondeltrillo@hotmail.com";"www.hostalelrincondeltrillo.com";"";"";
"Hostal Residencia";"1";"RAICES";"SAN ROQUE, 22";"49530";"Zamora";"Coreses";"CORESES";"";"980500300";"";"";"";"";"";"";"";
"Hotel";"4";"VENTA JUANILLA";"CTRA. MADRID-IRUN, KM. 99";"40590";"Segovia";"Santo Tomé del Puerto";"VILLAREJO";"VILLAREJO";"921557352";"";"";"921557353";"info@hotelventajuanilla.es";"www.hotelventajuanilla.es";"";"";
"Hotel";"2";"ALFAGEME";"PLAZA DE LA HUERTA, 1-2";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"987840490";"";"";"987840491";"hotelalfageme@hotmail.com";"";"";"";
"Hostal Residencia";"2";"TIO PEPE II";"ANTIGUA NACIONAL VI, S/N.";"24300";"León";"Bembibre";"BEMBIBRE";"";"987514609";"";"";"";"";"";"";"";
"Hostal";"2";"HOSPEDERÍA EL FIELATO";"AVDA. JUAN CARLOS I, 1";"42300";"Soria";"Burgo de Osma-Ciudad de Osma";"BURGO DE OSMA (EL)";"BURGO DE OSMA (EL)";"975368236";"";"";"975340500";"info@hospederiaelfielato.com";"www.hospederiaelfielato.com";"";"";
"Hotel";"3";"PALACIO  CONGRESOS";"CLARA CAMPOAMOR, 13";"34003";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979100761";"979100762";"";"979100762";"h.congresos@hotelpalaciocongresos.com";"www.hotelpalaciocongresos.com";"";"";
"Hotel";"4";"EUROSTARS PLAZA ACUEDUCTO";"AVDA. PADRE CLARET, 2-4";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921413403";"670053576";"";"921436999";"direccion@eurostarsplazaacueducto.com";"www.eurostarshotel.com";"";"";
"Hotel";"4";"SEÑORIO DE OLMILLOS";"CAMINO DE SANTA LUCIA, S/N";"09123";"Burgos";"Sasamón";"OLMILLOS DE SASAMON";"OLMILLOS DE SASAMON";"947374009";"947370058";"";"947370055";"direccion@castillodelaflordelys.com";"www.castillodelaflordelys.com";"";"";
"Hostal";"2";"HOSTAL DEL DUQUE";"PARQUE SOLEDAD, S/N";"05410";"Ávila";"Mombeltrán";"MOMBELTRAN";"MOMBELTRAN";"687484869";"";"";"";"lujuka@hotmail.com";"";"";"";
"Pensión";"";"YOLANDA";"C/ CERRO DE LA FUENTE, 50";"40196";"Segovia";"Lastrilla (La)";"LASTRILLA (LA)";"";"921434631";"659841583";"";"";"";"";"";"";
"Hotel Residencia";"2";"LANDILLA";"CTRA. N-I (MADRID-IRÚN), KM-235";"09195";"Burgos";"Villagonzalo Pedernales";"VILLAGONZALO PEDERNALES";"VILLAGONZALO PEDERNALES";"947469620";"947469621";"";"";"landilla@landilla.com";"www.landilla.com";"";"";
"Hotel";"3";"CAMINO REAL DE DUEÑAS";"AVDA. VALLADOLID, S/N";"34210";"Palencia";"Dueñas";"DUEÑAS";"DUEÑAS";"979761564";"637445849";"";"";"diección@hotelcaminoreal.es";"www.hotelcaminoreal.es";"";"";
"Hostal Residencia";"1";"CAÑON DEL RIO LOBOS";"ERUELAS, 9";"42317";"Soria";"Ucero";"UCERO";"UCERO";"975363545";"975183459";"";"";"canondelriolobos@hotmail.es";"www.hostalcanondelriolobos.com";"";"";
"Hotel";"4";"NH PUERTA DE LA CATEDRAL";"PZA. JUAN XXIII, 5";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923280829";"";"";"923265992";"nhpuertadelacatedral@nh-hotels.com";"www.nh-hotels.com";"";"";
"Pensión";"";"EL APEADERO";"AVDA. FUENTES CLARAS, Nº 2";"47620";"Valladolid";"Villanubla";"VILLANUBLA";"VILLANUBLA";"983-560594";"";"";"";"";"";"";"";
"Hostal";"2";"ALBANY";"LA PALOMA, 11-13";"24003";"León";"León";"LEON";"LEON";"987264600";"";"";"987849160";"info@albanyleon.com";"";"";"";
"Hotel";"3";"SANTA COLOMA DEL CAMINO";"CARRETERA A VILLANDIEGO, Km, 1";"09123";"Burgos";"Sasamón";"OLMILLOS DE SASAMON";"OLMILLOS DE SASAMON";"947370498";"687425291";"";"947370510";"olmillos@hotelsantacoloma.com";"www.hotelsantacolomadelcamino.com";"";"";
"Hotel";"4";"CANDIDO";"AVDA. GERARDO DIEGO, S/N";"40004";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921440836";"";"";"";"info@candidohotel.es";"candidohotel.es";"";"";
"Hotel";"2";"CASA DE JUANJO";"CTRA. NACIONAL 620 BURGOS-PORTUGAL, KM. 291";"37208";"Salamanca";"Fuente de San Esteban (La)";"BOADILLA";"BOADILLA";"923440817";"607306088";"";"923440817";"";"";"";"";
"Hotel";"2";"HOTEL VICO";"PLAZA DEL ROSARIO, 2";"05194";"Ávila";"Ávila";"BRIEVA-VICOLOZANO";"VICOLOZANO";"920259837";"";"";"920259840";"hotelvico@hotelvico.es";"www.hotelvico.es";"";"";
"Hotel";"4";"HOTEL REAL DE BARCO";"CARRETERA SORIA - PLASENCIA KM. 337";"05600";"Ávila";"Barco de Ávila (El)";"BARCO DE AVILA (EL)";"BARCO DE AVILA (EL)";"920340844";"916658700";"";"";"info@hotelrealdebarco.com";"www.hotelrealdebarco.com";"";"";
"Pensión";"";"TOÑI";"CTRA. VIEJA LEON-BENAVENTE, S/N.";"24234";"León";"Villamañán";"VILLAMAÑAN";"";"987767110";"";"";"";"";"";"";"";
"Hotel";"2";"EL ANCLA";"AV. GALICIA, 59";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987416954";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"HISPANICO II";"COLOMBIA, 2, 1º";"37003";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923610261";"606716727";"";"923612926";"reservas@hostalhispanico2.com";"www.hostalhispanico.com";"";"";
"Hotel";"4";"ESTRELLA ALBATROS";"EL GRILLO, 18";"37001";"Salamanca";"Salamanca";"SALAMANCA";"";"923266033";"";"";"923265786";"info@estrellaalbatros.com";"www.estrellaalbatros.com";"";"";
"Hotel";"4";"CONVENTO LAS CLARAS";"PZ. DE LOS COMUNEROS, 1";"47300";"Valladolid";"Peñafiel";"PEÑAFIEL";"PEÑAFIEL";"636-709165";"983-878168";"";"983-881593";"contratacion@hotelconventolasclaras";"www.hotelconventolasclaras.com";"";"";
"Hotel";"4";"SANTIAGO";"CTRA. ASTURIAS, KM.1,6";"24008";"León";"Villaquilambre";"VILLAQUILAMBRE";"VILLAQUILAMBRE";"987243200";"";"";"";"reservas@hotelsantiagoleon.net";"www.hotelsantiagoleon.es";"";"";
"Hotel";"3";"LA CANELA";"C/MAJALHORNO, S/N.";"05440";"Ávila";"Piedralaves";"PIEDRALAVES";"PIEDRALAVES";"918665101";"";"";"918665101";"admin@lacanela.com";"www.hotellacanela.com";"";"";
"Hotel Residencia";"3";"ABADIA CAMINO SANTIAGO";"C/ VILLADIEGO, Nº 10";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947040404";"685167323";"";"947461859";"info@hotelabadiaburgos.com";"www.hotelabadiaburgos.com";"";"";
"Hostal Residencia";"2";"CAMPUS TAVERN";"C/LAS INFANTAS, Nº 2-4";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947462030";"619012666";"";"947462030";"campustavern@hotmail.com";"www.campustavern.com";"";"";
"Hostal";"1";"LA ERA";"C/LA ERA, S/N.";"24152";"León";"Vegaquemada";"VEGAQUEMADA";"VEGAQUEMADA";"676819746";"";"";"";"";"";"";"";
"Hotel";"2";"ABADENGO";"CTRA. DE LA ESTACION, 10";"37240";"Salamanca";"Lumbrales";"LUMBRALES";"LUMBRALES";"923512703";"637591301";"";"";"santa26g@hotmail.com";"";"";"";
"Pensión";"";"EL ARENAL";"C/ARENAL, 4 - 2º";"24600";"León";"Pola de Gordón (La)";"POLA DE GORDON (LA)";"";"987577427";"";"";"";"";"";"";"";
"Hotel";"2";"MIRADOR DEL ARLANZÓN";"AUTOVÍA CASTILLA,A-62, SALIDA 40";"09119";"Burgos";"Balbases (Los)";"BALBASES (LOS)";"BALBASES (LOS)";"947165571";"947165579";"";"947165524";"miradordelarlanzon@hotmail.com";"www.miradordelarlanzon.com";"";"";
"Hostal Residencia";"1";"PICOS BLANCOS";"C/REAL, 6";"24141";"León";"Cabrillanes";"CUETA (LA)";"CUETA (LA)";"987488246";"";"";"";"";"";"";"";
"Hostal";"1";"IDEAL";"PLAZA DEL PLANTIO, Nº 1";"47320";"Valladolid";"Tudela de Duero";"TUDELA DE DUERO";"TUDELA DE DUERO";"983 520574";"";"";"";"";"";"";"";
"Hotel Apartamento";"3";"APARTHOTEL EXE CAMPUS SAN MAMES";"C/VEGAMIAN, 13";"24007";"León";"León";"LEON";"LEON";"987347033";"";"";"";"csanmames@fadesa.es";"www.csanmames.net";"";"";
"Pensión";"";"LA TORRE";"AV. RIO CUA, 20";"24420";"León";"Fabero";"FABERO";"FABERO";"987551151";"";"";"";"";"";"";"";
"Hotel";"1";"VIA DE LA PLATA";"AVDA. CARDENAL CISNEROS C/V CTRA. HINIESTA S/N";"49023";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980517643";"980670582";"";"980512271";"hostalviadelaplata@gmail.com";"www.hostalviadelaplata.com";"";"";
"Hostal";"2";"LOS ALISOS";"CTRA. NAVALGUIJO";"05697";"Ávila";"Navalonguilla";"NAVALONGUILLA";"NAVALONGUILLA";"607766415";"920343951";"";"";"los-alisos@terra.es";"";"";"";
"Hotel";"2";"GARABATOS";"CTRA. VENTA RASQUILLA-BARCO DE AVILA, KM. 12'800";"05635";"Ávila";"Navarredonda de Gredos";"NAVARREDONDA DE GREDOS";"NAVARREDONDA DE GREDOS";"920348415";"625105840";"";"920345271";"HOTELGARABATOS@HOTMAIL.COM";"";"";"";
"Hotel";"3";"MELEIROS";"CTRA. N-525, KM. 84,300";"49396";"Zamora";"Cobreros";"CASTRO DE SANABRIA";"*DISEMINADO*";"980620861";"";"";"";"reservas@hotelmeleiros.com";"www.hotelmeleiros.com";"";"";
"Pensión";"";"HOSPEDAJE VICTORIA";"C/ SANTA TERESA DE JESUS, Nº 11";"40004";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921444306";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"RIO SELMO";"C/RIO SELMO, 22";"24402";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987402665";"609324035";"";"";"bofefe@hotmail.com";"";"";"";
"Hostal Residencia";"2";"LA GUARIDA DEL OSO";"C/LLANAZO, 32";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"669763002";"629275757";"";"";"hrlaguaridadeloso@hotmail.com";"www.laguaridadeloso.es";"";"";
"Hotel";"4";"VILLA DE MOGARRAZ";"MIGUEL ANGEL MAILLO, 54";"37610";"Salamanca";"Mogarraz";"MOGARRAZ";"MOGARRAZ";"923418180";"923418190";"";"923418191";"reservas@hotelspamogarraz.com";"www.hotelspamogarraz.com";"";"";
"Hotel";"2";"VENTA DEL ALÓN";"C/ SAN JUAN, Nº 6";"47600";"Valladolid";"Villalón de Campos";"VILLALON DE CAMPOS";"VILLALON DE CAMPOS";"983740951";"";"";"983740951";"ventadelalon@ventadelalaon.es";"";"";"";
"Motel Residencia";"3";"CIES";"CTRA. NAL. 501, PARCELAS A-1 y A-2 del AREA E";"37181";"Salamanca";"Calvarrasa de Abajo";"CALVARRASA DE ABAJO";"";"923306728";"";"";"923306724";"";"www.motelcies.com";"";"";
"Hostal Residencia";"2";"REMANSO";"GENERAL SANJURJO, 1";"05110";"Ávila";"Barraco (El)";"BARRACO (EL)";"BARRACO (EL)";"920293121";"920281586";"";"";"emmarubio1@hotmail.com";"www.posadaremanso.com";"";"";
"Hostal Residencia";"2";"HOSPEDERIA RIAÑO";"C/TRUEBANO, 12";"24010";"León";"San Andrés del Rabanedo";"SAN ANDRES DEL RABANEDO";"SAN ANDRES DEL RABANEDO";"987847191";"";"";"";"";"";"";"";
"Pensión";"";"DON MENÚ";"CL/VITORIA, nº 196-1º";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947229474";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"STUDIOHOSTAL";"ZAMORA, 54, 1º";"37002";"Salamanca";"Salamanca";"SALAMANCA";"";"923280557";"630096703";"";"923240498";"";"www.studiohostal.com";"";"";
"Hotel";"4";"HOTEL SAN ANTONIO EL REAL";"C/ SAN ANTONIO EL REAL, S/N";"40004";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921413455";"913591788";"";"921431574";"info@sanantonioelreal.es";"www.sanantonioelreal.es";"";"";
"Hostal Residencia";"2";"MIRADOR DE AVILA";"CARRETERA DE SALAMANCA, 19";"05002";"Ávila";"Ávila";"AVILA";"AVILA";"920226265";"";"";"920226265";"miradordeavila@hotmail.com";"hostalmiradordeavila@hotmail.com";"";"";
"Hotel";"1";"LAS MURALLAS";"PLAZA SAN VICENTE, 3";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920353165";"659284397";"";"920352307";"info@hotellasmurallas.com";"www.hotellasmurallas.com";"";"";
"Hostal";"2";"EL MARQUES";"MARQUES DE LA VALDAVIA, 1";"34100";"Palencia";"Saldaña";"SALDAÑA";"SALDAÑA";"979890079";"650401944";"";"";"info@hostalelmarques.com";"www.hostalelmarques.com";"";"";
"Hotel";"3";"ENTREDOS";"C/ LA ENCINA, 26-28";"37770";"Salamanca";"Guijuelo";"GUIJUELO";"GUIJUELO";"923158197";"";"";"923158099";"info@hotelentredos.com";"www.hotelentredos.com";"";"";
"Hotel";"3";"HOSPEDERIA REAL DE BEJAR";"PLAZA DE LA PIEDAD, 34";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"923408494";"923411151";"";"923408495";"Info@hospederiarealdebejar.com";"www.hospederiarealdebejar.com";"";"";
"Hotel";"2";"PUERTA DE SALAMANCA";"CTRA. VALLADOLID, KM.1-3";"37184";"Salamanca";"Villares de la Reina";"POLIGONO INDUSTRIAL LOS VILLARES";"POLIGONO INDUSTRIAL LOS VILLARES";"923100711";"646980396";"";"";"r.gomez@escuelahosteleriasalamanca.es";"www.hotelpuertadesalamanca.es";"";"";
"Hotel";"2";"EL TREMAZAL";"CTRA. LA MAGDALENA S/N";"34880";"Palencia";"Guardo";"GUARDO";"GUARDO";"979850769";"690864477";"";"979850769";"eltremazal@hotmail.com";"";"";"";
"Hotel";"3";"LAS LEYENDAS";"C/ FRANCISCO GALLEGO, 3";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920352042";"";"";"920352063";"hotel@lasleyendas.es";"www.las leyendas.es";"";"";
"Hostal Residencia";"1";"MATIAS";"PLAZA MAYOR, Nº 1";"40141";"Segovia";"Abades";"ABADES";"ABADES";"921495353";"652550077";"691796677";"";"";"";"";"";
"Residencia Apartamento";"2";"ARALSO II";"C/ TENIENTE OCHOA, Nº 8";"40002";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"649804220";"921444816";"";"921444816";"info@apartamentosaralso.com";"";"";"";
"Hostal Residencia";"2";"VÍA LÁCTEA";"CL/VILLADIEGO, Nº 16";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947463211";"";"";"947460982";"info@hostalvialactea.com";"www.hostalvialactea.com";"";"";
"Hotel";"4";"PARADOR DE TURISMO DE LA GRANJA";"C/ INFANTES, Nº 3";"40100";"Segovia";"Real Sitio de San Ildefonso";"SAN ILDEFONSO O LA GRANJA";"SAN ILDEFONSO O LA GRANJA";"921010750";"";"";"921010751";"lagranja@parador.es";"www.parador.es";"Si";"";
"Hostal Residencia";"2";"PUERTA DEL VALLE";"C/ CALVO SOTELO ESQUINA GENERAL FRANCO";"47170";"Valladolid";"Renedo de Esgueva";"RENEDO DE ESGUEVA";"RENEDO DE ESGUEVA";"983508054";"";"";"";"";"";"";"";
"Motel Residencia";"2";"CANCUN";"CTRA. ARDON-VALDEVIMBRE, S/N.";"24232";"León";"Ardón";"ARDON";"ARDON";"987305201";"";"";"";"";"www.motelcancun.es";"";"";
"Hostal Residencia";"1";"DTRANSIT";"AUTOVIA A-6, Pk. 390";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987401161";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"CASA CARMEN";"CL/BURGO DE OSMA, Nº 6";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"947510572";"";"";"947520572";"";"";"";"";
"Hotel";"5";"REAL DE BOHOYO (CIERRE TEMPORAL)";"CTRA. NAVAMEDIANA, S/N";"05690";"Ávila";"Bohoyo";"BOHOYO";"BOHOYO";"920 34 72 31";"920347327";"";"920 34 71 59";"info@hotelrealdebarco.com";"www.hotelrealdebohoyo.com";"";"";
"Hostal";"2";"LA ASTURIANA";"SAN LAZARO, 8";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"VALENCIA DE DON JUAN";"987752479";"";"";"";"murciego3@hotmail.com";"";"";"";
"Hotel";"3";"DOÑA MAYOR";"C/ FRANCESAS, 8";"34440";"Palencia";"Frómista";"FROMISTA";"FROMISTA";"979810588";"";"";"979810872";"reservas@hoteldonamayor.com";"www.hoteldonamayor.com";"";"";
"Hotel";"5";"HACIENDA UNAMUNO";"CTRA. ZAMORA-FERMOSELLE, KM 56";"49220";"Zamora";"Fermoselle";"FERMOSELLE";"*DISEMINADO*";"902109902";"923129400";"";"923129401";"unamuno@haciendas-espana.com";"www.haciendas-espana.com";"";"";
"Pensión";"";"NURIA";"C/CRUZ DEL PRADILLO, Nº 4";"05100";"Ávila";"Navaluenga";"NAVALUENGA";"NAVALUENGA";"920286015";"";"";"";"";"";"";"";
"Hotel Residencia";"3";"ROOM MATE VEGA";"PZA. MERCADO, 16";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923272250";"";"";"923270932";"vega@room-matehotels.com";"www.room-matehotels.com";"";"";
"Hostal Residencia";"1";"GONZALEZ";"LAS TRES MARIAS, 10";"24688";"León";"Villamanín";"CASARES DE ARBAS";"CASARES DE ARBAS";"609877757";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"EL RINCON DE SITO";"BERMEJEROS, 29";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923264731";"";"";"";"rincondesito@gmail.com";"www.elrincondesito.com";"";"";
"Hotel";"3";"HOSPEDERIA MONASTICA PAX";"PLAZA SANTA MARIA DEL CAMINO, 11";"24003";"León";"León";"LEON";"LEON";"987344493";"";"";"987263137";"registro@hospederiapax.com";"www.hospederiapax.com";"";"";
"Hotel";"2";"REINA ISABEL";"CLAUDIO MOYANO, 16-18";"47400";"Valladolid";"Medina del Campo";"MEDINA DEL CAMPO";"MEDINA DEL CAMPO";"983800341";"";"";"983810457";"";"";"";"";
"Hostal Residencia";"2";"FRANCISCO SALINAS";"CL/FRANCISCO SALINAS, 91";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947460939";"600563562";"";"";"reservas@hostal-franciscosalinas.es";"www.hostal-franciscosalinas.es";"";"";
